Gene	KO01	KO02	KO03	WT01	WT02	WT03
ICA1!ENSG00000003147.17	7.59266629619015	7.66901404168321	7.68019855920902	7.57124915727572	7.68532979163532	7.42785534857284
DBNDD1!ENSG00000003249.13	7.44049191045924	7.32289477605193	7.37928126044284	7.3928430525287	7.21858580632368	7.39639281645478
ALS2!ENSG00000003393.14	10.4338151912699	10.3008716544715	10.3156177212864	10.4342155851732	10.4795504269924	10.3959007670498
CASP10!ENSG00000003400.14	8.15272635245763	8.13663223673714	8.19609999687739	8.25463280377761	8.22977972146361	8.2324548004219
CFLAR!ENSG00000003402.19	12.3636261947012	12.3721220699234	12.3560951201565	12.2833426300656	12.3210882864185	12.0873806135511
TFPI!ENSG00000003436.14	6.44427360509029	6.59722372903689	6.62084462578893	6.44427360509029	6.44427360509029	6.65317714445703
NDUFAF7!ENSG00000003509.15	9.97393790593333	9.87807565779906	9.79417458063116	10.0559877030028	10.0492681858987	9.94391061576239
RBM5!ENSG00000003756.16	11.7115093487922	11.7474182272845	11.6375695430697	11.7728610499312	11.6926754164218	11.7571735525022
MTMR7!ENSG00000003987.13	7.47659589367964	7.61664316163159	7.26199216872768	7.48650960593062	7.58268824832314	7.341146652305
SLC7A2!ENSG00000003989.16	6.58512942371058	6.59722372903689	6.62084462578893	6.44427360509029	6.44427360509029	6.44427360509029
ARF5!ENSG00000004059.10	11.5230387181606	11.6950603446798	12.051399242205	11.4179734516137	11.4801985133288	11.8405299123803
SARM1!ENSG00000004139.13	9.02744074324644	9.2489327873684	9.20051109809009	9.54950798961566	9.56225162143454	9.64267904903655
POLDIP2!ENSG00000004142.11	13.2613766025691	13.2675599465551	13.3579466677646	13.0624430924913	13.0685833296569	13.2482335618509
PLXND1!ENSG00000004399.12	7.21947759088445	7.15480637235932	7.29734895425795	7.34178341631508	7.35856109752109	7.341146652305
AK2!ENSG00000004455.16	12.8456258401803	12.9916551154313	13.163612606399	12.8961458200159	12.8952391719242	13.0564912579106
CD38!ENSG00000004468.12	13.2796920917223	13.2774163020507	13.2931571650515	12.9576936318703	13.000350925961	12.7531944354553
FKBP4!ENSG00000004478.7	13.1044644868729	13.1460516707765	13.3382496031074	13.1988055558461	13.1900565895284	13.4483540951628
KDM1A!ENSG00000004487.15	12.9700534637086	12.8975365772701	12.8623264772684	13.0741357052453	13.0649028473823	13.07373512735
RBM6!ENSG00000004534.14	12.4281297706251	12.4575451394587	12.4124964160429	12.5473690906857	12.513260163354	12.5643635552148
CAMKK1!ENSG00000004660.14	7.33245617015309	7.406174840184	7.26199216872768	7.65827808802958	7.58268824832314	7.64618282335095
RECQL!ENSG00000004700.15	11.7029008976811	11.5897826432271	11.4249513910525	11.7389653240227	11.6734569003102	11.4984186228299
VPS50!ENSG00000004766.15	10.5634698026828	10.4503849235362	10.3522789696844	10.4583006041258	10.4493152642373	10.3335959631639
HSPB6!ENSG00000004776.11	6.81606146604631	6.8180525624604	6.94153845650879	6.8320063249967	6.705131250955	6.8860837421199
ARHGAP33!ENSG00000004777.18	9.65026709281688	9.83968762778774	10.0574359980392	9.61387365118109	9.48663881060715	9.69514263431011
NDUFAB1!ENSG00000004779.9	11.6531235328819	11.5245387135877	11.2693525294925	11.6436802056009	11.5805152595101	11.7263340099998
PDK4!ENSG00000004799.7	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
SLC22A16!ENSG00000004809.13	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
ZMYND10!ENSG00000004838.13	7.32188370939016	7.37152073802304	7.45377226538286	7.42917348386	7.29810385639937	7.43808939785368
ABCB5!ENSG00000004846.16	6.44427360509029	6.44427360509029	6.62084462578893	6.44427360509029	6.44427360509029	6.44427360509029
ARX!ENSG00000004848.6	7.24349120281991	7.406174840184	7.48185432358776	7.38037392795857	7.34683318780491	7.47785990705954
SLC25A13!ENSG00000004864.13	11.3573401466268	11.3458333218527	11.1729518944684	11.700598031788	11.679333200893	11.6095033310071
ST7!ENSG00000004866.18	11.1094155800986	11.1272728534806	11.3314297077745	10.9960507133375	11.0258845436178	11.0569133181237
CDC27!ENSG00000004897.11	12.7235115726578	12.6023382058436	12.5574188157942	12.8420451616458	12.820905393613	12.7010384206301
SLC4A1!ENSG00000004939.13	6.58512942371058	6.44427360509029	6.62084462578893	6.44427360509029	6.44427360509029	6.77414867449903
CALCR!ENSG00000004948.13	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.59501649773083	6.44427360509029
HCCS!ENSG00000004961.14	10.8852728701017	10.8747321932077	10.7925332032392	10.6547967102631	10.7099559729526	10.8009234814218
DVL2!ENSG00000004975.11	11.9565756629637	12.033729768181	12.1015863271896	11.9499094004388	11.9662786157666	12.0782527164474
PRSS22!ENSG00000005001.9	6.44427360509029	6.59722372903689	6.69382737929912	6.44427360509029	6.44427360509029	6.44427360509029
UPF1!ENSG00000005007.12	13.6614443648036	13.7273529699496	13.8216273433921	13.407989597344	13.4202674881407	13.5163694621967
SKAP2!ENSG00000005020.12	11.8996537058357	11.757256811255	11.7414450739014	11.866754412804	11.8774402609864	11.6204483487039
SLC25A5!ENSG00000005022.5	13.660148744371	13.5606103401251	13.3584850038407	13.8588697007811	13.8643239153091	13.8589541539099
CCDC109B!ENSG00000005059.15	12.2066093070263	12.0494930382979	11.9276636063988	12.3539453066134	12.3261781876306	12.361895930715
HOXA11!ENSG00000005073.5	6.64339485531869	6.66047668722985	6.62084462578893	6.602961635286	6.84202236688755	6.59205518083008
POLR2J!ENSG00000005075.15	10.8381541176693	10.8777463809195	11.1498851742716	10.6203109094192	10.6546646767008	10.9679921214422
DHX33!ENSG00000005100.12	12.0660481377505	12.0693690692012	11.9831965707535	12.2058857907082	12.1728298263219	12.1787498324718
MEOX1!ENSG00000005102.12	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
THSD7A!ENSG00000005108.15	7.44049191045924	7.24372089875324	7.40986903265749	7.28722366889088	7.39276370770023	7.28177595229967
LIG3!ENSG00000005156.11	10.7948571118245	10.7666680356357	10.9208044672169	10.6967697068663	10.7424575086081	10.7480708040056
RPAP3!ENSG00000005175.9	12.5374286876445	12.4444158926059	12.3517747364655	12.7358488894624	12.727628342062	12.6094062313113
ACSM3!ENSG00000005187.11	7.50273789032655	7.42850626412409	7.57378077669723	7.57124915727572	7.57362163542495	7.46808518557344
AC004381.6!ENSG00000005189.19	9.99302127481351	10.0477925261964	9.95599814982927	9.85708061676639	9.90235830678597	10.0226906125433
CIAPIN1!ENSG00000005194.14	11.7482294852889	11.8402084728383	12.0371176771008	11.6826463471638	11.686853395229	11.9097527952636
SPPL2B!ENSG00000005206.16	10.7873990022843	10.9060700889917	10.7569551612726	10.8090054428534	10.5492445867341	10.7271531394102
FAM214B!ENSG00000005238.19	8.45578024637276	8.56796270980437	8.70455784766102	8.64338406692486	8.67498505993374	8.760810810255
COPZ2!ENSG00000005243.9	7.26673604418826	7.38323398913794	7.40986903265749	7.44094676654269	7.3701213666231	7.37474050981796
PRKAR2B!ENSG00000005249.12	13.1649653036722	13.0918739569644	12.7287835771413	12.6513245709297	12.6786254398757	12.3951065230527
MSL3!ENSG00000005302.17	12.0220412654953	12.1418676671598	12.2121789384098	11.9156456183602	11.8998989368034	12.009167848317
CREBBP!ENSG00000005339.13	13.3078598381517	13.3747079252395	13.8621769218507	13.1102049890213	13.124538489085	13.2123984762099
BZRAP1!ENSG00000005379.15	8.66670112631519	8.9943869540855	8.79137510749796	8.75808005029051	8.53395155480867	8.66556074821724
MPO!ENSG00000005381.7	6.58512942371058	6.59722372903689	6.44427360509029	6.602961635286	6.44427360509029	6.44427360509029
PON1!ENSG00000005421.8	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
GCFC2!ENSG00000005436.13	10.5855482029397	10.5283339276262	10.3111545117007	10.5578898394681	10.5882379717583	10.3840517072632
WDR54!ENSG00000005448.16	10.2796543377315	10.2257549835871	10.2028460819962	10.0788260794287	10.0764013189326	10.2247893444408
CROT!ENSG00000005469.11	8.80454902514122	8.62939043349887	8.48392258576295	9.09347231219833	8.95337659711751	8.88481853747742
ABCB4!ENSG00000005471.15	7.47659589367964	7.56127410351981	7.46792523751452	7.59128023071869	7.47771651109451	7.43808939785368
KMT2E!ENSG00000005483.19	12.6072931958286	12.740535936424	13.099576148366	12.6228967870707	12.6460067299741	12.6808826789218
RHBDD2!ENSG00000005486.16	11.198933971332	11.4184477694827	11.6417063700822	10.801334249961	10.9583681836574	11.2231066609649
SOX8!ENSG00000005513.9	7.12817590151752	7.10547788425856	7.43938568261065	7.30122796504789	7.43628875219718	7.49709263175266
IBTK!ENSG00000005700.14	11.8012765505479	11.6291643888876	11.3372739745805	11.8675694278254	11.847934344039	11.5882185659343
ZNF195!ENSG00000005801.16	10.3869510604134	10.4008638368126	10.2855962628695	10.5426182331116	10.6113108729142	10.3949170851661
MYCBP2!ENSG00000005810.17	13.2663727265593	13.1110125727675	13.2589647912541	13.1849835780582	13.2671436181569	12.952128506358
FBXL3!ENSG00000005812.10	11.8501680624817	11.7649983243839	11.3488918013745	11.9140686506656	11.8646056918897	11.747222922866
ITGAL!ENSG00000005844.17	13.5327495218736	13.5737692444083	13.7532702508176	13.2557647375371	13.2884324380036	13.3538425113073
PDK2!ENSG00000005882.11	9.99420552231285	10.1426967600079	10.3922536940163	9.69040062450598	9.76261251250527	10.0379361022052
ITGA3!ENSG00000005884.17	9.88346139835504	9.91397560948481	10.0838903114542	9.87517146558011	9.94369885682673	9.93850002128645
ZFX!ENSG00000005889.15	11.3795761082119	11.2450782553932	11.2524393217524	11.4752635372503	11.4588780189677	11.2092236440315
LAMP2!ENSG00000005893.15	12.3063155594264	12.1648351846009	11.9286310881233	12.5790516209497	12.5316972146832	12.2202778714966
ITGA2B!ENSG00000005961.17	6.8655110154496	6.70894376280074	6.9995548975057	7.01302961339892	6.84202236688755	6.97435389907746
ASB4!ENSG00000005981.12	6.58512942371058	6.59722372903689	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
GDE1!ENSG00000006007.11	11.7003803799084	11.5998434121149	11.5863650634689	11.7420799157246	11.7206238974151	11.7959315796469
C19orf60!ENSG00000006015.17	10.6720852882147	10.7387462022744	10.7904018757657	10.6017700952459	10.5260764906155	10.8171403625049
CRLF1!ENSG00000006016.10	7.3633556690122	7.24372089875324	7.24366324651987	7.24357288400654	7.29810385639937	7.18982057467873
OSBPL7!ENSG00000006025.11	9.98827439586269	10.1147550840209	10.1719726854502	10.1151746545917	10.0189451512631	10.177459641543
TMEM98!ENSG00000006042.11	7.6157721295017	7.38323398913794	7.22485981976148	7.51921257177983	7.42561495404314	7.50655647802369
YBX2!ENSG00000006047.12	6.96862631092045	7.12234919181127	7.26199216872768	7.25841075023062	7.34683318780491	7.42785534857284
KRT33A!ENSG00000006059.3	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
MAP3K14!ENSG00000006062.13	11.114838441625	11.2268892623743	11.3944475881437	10.8956001540162	10.9084301517227	11.1424088991697
ABCC8!ENSG00000006071.11	6.72565096276175	6.66047668722985	6.44427360509029	6.44427360509029	6.44427360509029	6.59205518083008
CACNG3!ENSG00000006116.3	6.44427360509029	6.59722372903689	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
TMEM132A!ENSG00000006118.14	8.9167438700709	8.97135759465782	9.05198451155734	9.11333291331973	9.01483132593282	9.1867068638595
AP2B1!ENSG00000006125.16	13.1288898775958	13.1256366990987	13.2901504505601	13.041479430836	13.0531587190206	13.1267733420878
TAC1!ENSG00000006128.11	6.44427360509029	6.44427360509029	6.44427360509029	6.602961635286	6.44427360509029	6.44427360509029
ZNF263!ENSG00000006194.9	11.3988103082234	11.4727189579939	11.3746940767512	11.3454881891201	11.334017467304	11.4421015371944
CX3CL1!ENSG00000006210.6	6.58512942371058	6.44427360509029	6.74972367307874	6.44427360509029	6.44427360509029	6.44427360509029
SPATA20!ENSG00000006282.20	8.68511848208273	8.78819649931956	8.62173206155359	9.20854916480686	9.18899480624628	9.13719659054155
CACNA1G!ENSG00000006283.17	6.8655110154496	6.84781431515865	6.62084462578893	6.66857952710654	6.74534990859434	6.70001574671148
TNFRSF12A!ENSG00000006327.13	7.56096050638075	7.62556847496272	7.50907647785231	7.64898372490483	7.60938146406124	7.47785990705954
DLX6!ENSG00000006377.10	6.44427360509029	6.59722372903689	6.44427360509029	6.44427360509029	6.59501649773083	6.44427360509029
MAP3K9!ENSG00000006432.15	10.6676585700774	10.6356146516877	10.7871989404211	10.7632290510104	10.9148572120866	10.806841741744
RALA!ENSG00000006451.7	11.7989225162174	11.6495597946837	11.4063098830403	11.8918079849047	11.8712206023728	11.8708063301068
BAIAP2L1!ENSG00000006453.13	9.50909588414311	9.56384015211657	9.6687760093399	9.50772826095579	9.61108187278761	9.52242729762385
KDM7A!ENSG00000006459.10	9.58540927933785	9.37142858630876	9.13341945543621	9.5245897356343	9.55116616291357	9.22101389312882
ETV1!ENSG00000006468.13	7.08474017507722	6.70894376280074	7.14411652216097	7.09340154106929	7.29810385639937	7.29402113562496
AGK!ENSG00000006530.15	11.212146885107	11.0952795826028	10.9762086474865	11.1244764717458	11.1665178714318	11.0809052668548
ALDH3B1!ENSG00000006534.15	7.24349120281991	7.24372089875324	7.31443011955215	7.21295041004698	7.29810385639937	7.20370640064157
TTC22!ENSG00000006555.10	7.41238907702289	7.27104817854698	7.39471550838632	7.25841075023062	7.35856109752109	7.55245597159231
PHTF2!ENSG00000006576.16	12.6178207477259	12.5904683816669	12.3237399148976	12.7754552666334	12.7851713943365	12.4361676475109
CCL26!ENSG00000006606.8	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
FARP2!ENSG00000006607.13	11.3146397689961	11.2676393792841	11.40352753507	11.5849164370076	11.5952442926406	11.4543899016628
USH1C!ENSG00000006611.15	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
GGCT!ENSG00000006625.17	10.3896451296369	10.3042450187966	10.1319944802059	10.3605912582235	10.3723702217431	10.2982398644656
DBF4!ENSG00000006634.7	11.8952531908397	11.8227470469764	11.7259436339902	11.9097230712698	11.8609175792333	11.8235116416866
TBXA2R!ENSG00000006638.11	6.44427360509029	6.66047668722985	6.74972367307874	6.66857952710654	6.44427360509029	6.59205518083008
IFRD1!ENSG00000006652.13	11.0534669423864	10.8919780345387	10.7148633831325	11.1210596906805	11.0422795455561	11.0064094842295
LGALS14!ENSG00000006659.12	6.68804983718388	6.8180525624604	6.90970718839679	6.79840003667331	6.96388678300037	6.9941293418582
COX10!ENSG00000006695.10	10.65429585344	10.6690820712519	10.9061212277509	10.5219995541944	10.5565799564097	10.6738897878046
GTF2IRD1!ENSG00000006704.10	11.1543445092439	11.1702865459997	11.3481684278161	11.402865721383	11.4495729457227	11.5666145502473
PAF1!ENSG00000006712.14	12.3025233797046	12.4089819708571	12.6020549369784	12.0708913636752	12.0356356346987	12.3406804344742
VPS41!ENSG00000006715.15	11.3263690360835	11.2520578886406	11.0731325773339	11.3460734336497	11.3071487913838	11.2231066609649
ARHGAP44!ENSG00000006740.16	9.40341871356877	9.37142858630876	9.58184645033435	9.73800548005432	9.67025592684781	9.71432414453579
ELAC2!ENSG00000006744.18	13.451732628799	13.5213597096089	13.6515152395096	13.2761550409601	13.2663077906533	13.5374962967797
SCIN!ENSG00000006747.14	6.75873900612627	6.74974617903176	6.69382737929912	6.76117220896376	6.59501649773083	6.65317714445703
ARSD!ENSG00000006756.15	6.58512942371058	6.44427360509029	6.44427360509029	6.44427360509029	6.59501649773083	6.44427360509029
PNPLA4!ENSG00000006757.11	9.26742031109122	9.28174307982944	9.40133705027334	9.17932687501572	9.21991897446607	9.46105845877816
MYH13!ENSG00000006788.12	6.44427360509029	6.44427360509029	6.44427360509029	6.602961635286	6.59501649773083	6.59205518083008
ADIPOR2!ENSG00000006831.9	12.8553637572566	12.8177492740532	12.771724376396	12.9459781195011	12.960254854228	12.8608859135656
CDKL3!ENSG00000006837.11	7.47659589367964	7.45026943597766	7.37928126044284	7.42917348386	7.44683176436372	7.47785990705954
UPP2!ENSG00000007001.12	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
PRSS21!ENSG00000007038.10	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
MARK4!ENSG00000007047.14	11.1762934538546	11.29605593888	11.6173056440007	11.2176327805855	11.2176344554209	11.4344870076469
PROM1!ENSG00000007062.11	6.58512942371058	6.78564373930139	6.44427360509029	6.71885330354552	6.705131250955	6.59205518083008
CCDC124!ENSG00000007080.10	12.1281652978613	12.2272043424998	12.6005385396917	11.9556694168974	11.9510959197323	12.410944734037
CEACAM21!ENSG00000007129.17	8.31755749958116	8.33116838169489	8.60145945179981	8.03516043787902	8.19944546514114	8.23723365024072
PAFAH1B1!ENSG00000007168.12	13.070032788414	12.9245147201246	12.8329258827772	13.0351485826093	12.9976674898066	12.9255771333717
NOS2!ENSG00000007171.16	6.64339485531869	6.44427360509029	6.83812075087671	6.44427360509029	6.44427360509029	6.65317714445703
DNAH9!ENSG00000007174.17	6.58512942371058	6.59722372903689	6.44427360509029	6.602961635286	6.44427360509029	6.44427360509029
KIAA0100!ENSG00000007202.14	13.9612930809122	13.9466795411117	14.1279158311914	13.8056706232102	13.8739575398624	13.8076121126417
SLC13A2!ENSG00000007216.14	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
GAS7!ENSG00000007237.18	10.9016884901196	10.9200252673865	11.0625822850957	11.3715914389657	11.3082332238901	11.3336975084466
TRAPPC6A!ENSG00000007255.10	9.44944103895787	9.49201074140031	9.52595052908733	9.46903150562623	9.55116616291357	9.58992116465891
MATK!ENSG00000007264.13	6.44427360509029	6.59722372903689	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
CEACAM7!ENSG00000007306.14	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
CD79B!ENSG00000007312.12	14.3076060133336	14.2819922680174	14.4749719668723	13.8634708937275	13.8078137901832	14.1160352933387
SCN4A!ENSG00000007314.11	7.6676427084893	7.82629315901564	7.84549562145551	7.42917348386	7.46754181235135	7.50655647802369
ST7L!ENSG00000007341.18	8.97690225820441	8.86573169921487	8.86034364671228	8.94572872386781	8.9127685251661	8.85265746286262
TKTL1!ENSG00000007350.16	8.02009903720263	7.84798003482509	8.06988785729931	7.81248438759969	7.82204067964265	7.67814408083589
PAX6!ENSG00000007372.20	8.53339889378145	8.68447357731626	8.44415514883115	8.62730822281212	8.46965084147022	8.45535511362608
RPUSD1!ENSG00000007376.7	11.8534124769392	12.0647557816731	12.3343625730469	11.814878980896	11.8378381684162	12.2381451902345
RHBDF1!ENSG00000007384.15	7.24349120281991	7.406174840184	7.49556858414926	7.28722366889088	7.23245423185517	7.13122569170417
LUC7L!ENSG00000007392.16	10.9073273998866	10.9060700889917	10.7613149082481	10.9296092848098	10.8648322244479	10.9804762570531
CACNA2D2!ENSG00000007402.11	6.96862631092045	7.15480637235932	7.02630388147016	7.01302961339892	7.07898138715101	7.03159427492324
BAIAP3!ENSG00000007516.13	7.35318743333504	7.62556847496272	7.58620058190154	7.55078310530023	7.45724814030662	7.46808518557344
TSR3!ENSG00000007520.3	10.9492319744315	10.9589630246196	10.9892680655443	10.8149437209004	10.8417772850447	11.2704014142731
PIGQ!ENSG00000007541.15	10.522360164041	10.6068128382179	10.6291723572534	10.589935349529	10.5492445867341	10.7837713239695
CRAMP1!ENSG00000007545.15	10.3752177718239	10.3132019210822	10.3096636724949	10.4308996400284	10.3440066479106	10.2446027152489
TEAD3!ENSG00000007866.18	7.44965888157498	7.54207154151709	7.33114426745188	7.30122796504789	7.49772298680347	7.63802835784325
SELE!ENSG00000007908.15	6.64339485531869	6.59722372903689	6.62084462578893	6.44427360509029	6.705131250955	6.44427360509029
DNAJC11!ENSG00000007923.15	11.9368312175646	12.0323802195367	12.0231461537233	11.8144563553063	11.7978887301106	11.9128372101789
FMO3!ENSG00000007933.12	6.94974878116267	6.94920824632142	6.9995548975057	6.602961635286	6.81268295449916	6.73945086520993
MYLIP!ENSG00000007944.14	9.02744074324644	9.00575708475381	8.90984239520051	9.68293218089931	9.75300108360723	9.57772925148387
NOX1!ENSG00000007952.17	7.31116658496358	7.20068856873932	7.20554647439281	7.19712702303123	7.16017234261156	7.13122569170417
E2F2!ENSG00000007968.6	13.3269984330559	13.3708436146462	13.4925381684864	12.9861039377917	12.9702127652656	13.0558715763583
PSMB1!ENSG00000008018.8	12.5091238456047	12.3930372887046	12.1998119719918	12.4823681163265	12.4427443514533	12.5827649206359
SYN1!ENSG00000008056.12	6.64339485531869	6.74974617903176	6.62084462578893	6.602961635286	6.59501649773083	6.65317714445703
JARID2!ENSG00000008083.13	10.6750288626696	10.8450075649615	10.9677502123006	10.7579536301044	10.8522350414097	10.7934911860064
CDKL5!ENSG00000008086.10	9.76889298894971	9.77601727761449	9.90342047209696	9.62562106475539	9.61640428272709	9.43805830965887
CAMK1G!ENSG00000008118.9	6.44427360509029	6.59722372903689	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
CDK11A!ENSG00000008128.22	7.66039777292578	7.71876726788645	7.76611708887439	7.75521878881467	7.69342073130638	7.77555264645585
NADK!ENSG00000008130.15	12.8988595436087	12.8979070335207	12.9353545643488	12.8562748868247	12.8526231380216	12.9404255004009
TFAP2B!ENSG00000008196.12	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
TFAP2D!ENSG00000008197.4	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029	6.44427360509029
DLEC1!ENSG00000008226.19	6.94974878116267	6.84781431515865	6.87544601577533	6.86286452591222	7.06137013052624	7.03159427492324
CYTH3!ENSG00000008256.15	9.1687322528646	9.14299707132642	9.14369393158963	9.20064059961408	9.42509670526405	9.38085963030947
ADAM22!ENSG00000008277.14	9.02270751226575	9.03930922077292	8.83916959408341	9.17663935653614	9.233961577314	8.93306085854079
SYPL1!ENSG00000008282.8	13.5724497346466	13.3477090012109	12.7148353097713	13.7072889249178	13.6901798856898	13.4886288692751
CYB561!ENSG00000008283.15	8.06098552509874	7.96979622173577	8.16034528985722	8.3783723669047	8.44047141939278	8.34231513883632
SPAG9!ENSG00000008294.20	12.9348191871651	12.8035831420411	12.6724510735177	13.2415380364344	13.2251775530978	12.9591050002608
CELSR3!ENSG00000008300.14	10.0442172851535	10.1552187026865	10.2362097669248	10.6105824796916	10.5574942431756	10.6033398495384
AASS!ENSG00000008311.14	8.15736376991453	8.07975022114692	8.13836942444276	8.33340027052878	8.51021400142028	8.21314968563985
PLEKHG6!ENSG00000008323.15	6.68804983718388	6.66047668722985	6.62084462578893	6.71885330354552	6.657359496447	6.44427360509029
SS18L2!ENSG00000008324.10	10.2552233747707	10.2126426127565	9.97687291836806	10.3893584197963	10.2811053056244	10.2695261862455
MPND!ENSG00000008382.15	9.59485970165596	9.64116018818901	9.78557727722696	9.36498236440488	9.31535313892823	9.54767238905648
