ENSEMBL	SYMBOL	log2FoldChange	lfcSE	stat	pvalue	padj	foldChange
ENSG00000005882.11	PDK2	0.351217151016076	0.131438675970087	2.67209897257339	0.00753784124501083	0.0476036400230032	1.27563638297454
ENSG00000005884.17	ITGA3	0.0452958574807349	0.0999260141075397	0.453293948380528	0.650337089876859	0.805982372971105	1.03189477113271
ENSG00000005889.15	ZFX	-0.0906347661573783	0.100572686176747	-0.901186689973619	0.367489066564278	0.586571142315536	-1.06483859386849
ENSG00000005893.15	LAMP2	-0.285014590912908	0.119213822163959	-2.39078477427658	0.0168124052532347	0.0833556071376661	-1.21842258631264
ENSG00000005961.17	ITGA2B	-0.124796731586734	0.164813805484486	-0.757198289426558	0.448931074883516	NA	-1.0903540964808
ENSG00000005981.12	ASB4	0.0260099958075448	0.0428895022464647	0.606442006672826	0.544221281380845	NA	1.01819225435223
ENSG00000006007.11	GDE1	-0.123529058164455	0.0800561582495661	-1.54303005372013	0.122823484140793	0.309305032318578	-1.08939644030033
ENSG00000006015.17	C19orf60	0.0815419427480701	0.10340965919109	0.788533134969423	0.430384924836527	0.641099511470254	1.05814837826879
ENSG00000006016.10	CRLF1	0.0878123529107632	0.187995643909894	0.467097806547324	0.640429903435943	0.797861797032477	1.06275743564318
ENSG00000006025.11	OSBPL7	-0.014576244148744	0.100086004167147	-0.145637187437328	0.88420780962745	0.943040226318145	-1.0101546950441
ENSG00000006042.11	TMEM98	-0.089381593668994	0.186962618259645	-0.478072004452062	0.632598956997858	0.792507538504741	-1.06391404155703
ENSG00000006047.12	YBX2	-0.413256808143073	0.188928913201171	-2.18736667215694	0.0287157671240039	0.119442043577195	-1.33168864049512
ENSG00000006059.3	KRT33A	NA	NA	NA	NA	NA	NA
ENSG00000006062.13	MAP3K14	0.257787796066292	0.10846496189353	2.37669189723534	0.0174686723996016	0.085272298939396	1.19564391830134
ENSG00000006071.11	ABCC8	0.0808407832950396	0.0728188873016321	1.11016229841825	0.266929095747335	NA	1.05763423601789
ENSG00000006116.3	CACNG3	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000006118.14	TMEM132A	-0.160613324064174	0.115100729369766	-1.39541534570295	0.162890626395813	0.36745908719084	-1.1177622244554
ENSG00000006125.16	AP2B1	0.105508576598865	0.0828888336249385	1.27289252345229	0.203056182682042	0.416865707285488	1.07587358889069
ENSG00000006128.11	TAC1	-0.00758318065932081	0.034721776384648	-0.218398407250663	0.827118706418463	NA	-1.00527009866523
ENSG00000006194.9	ZNF263	0.0420091454288626	0.082173676346072	0.511223877241933	0.609194301030594	0.77686029656416	1.02954660984129
ENSG00000006210.6	CX3CL1	0.0715888174827021	0.0580816800213474	1.23255417984449	0.21774214089052	NA	1.0508733569839
ENSG00000006282.20	SPATA20	-0.612317223857808	0.114936476011094	-5.32744038366643	9.960645626392e-08	5.46018751971113e-06	-1.52871262145865
ENSG00000006283.17	CACNA1G	0.129086539911654	0.133568131162521	0.966447151638189	0.333820479569666	NA	1.09360105506248
ENSG00000006327.13	TNFRSF12A	-0.0217037890029251	0.175481574261437	-0.123681298701995	0.901567619428922	0.953371107792779	-1.01515764951778
ENSG00000006377.10	DLX6	0.000953270304814912	0.043625621460492	0.0218511570242777	0.982566686508621	NA	1.00066097497184
ENSG00000006432.15	MAP3K9	-0.137392518852253	0.0919887399154588	-1.49357974659205	0.135285496374076	0.327869929274354	-1.09991536625098
ENSG00000006451.7	RALA	-0.240151369768522	0.105669054792543	-2.27267453314506	0.0230458004344425	0.102021798901455	-1.18111657948517
ENSG00000006453.13	BAIAP2L1	0.0367429013391815	0.102642350260411	0.357970187217675	0.72036562431172	0.848530899467405	1.02579532492286
ENSG00000006459.10	KDM7A	-0.0651733378919184	0.142163793292238	-0.458438371561636	0.646637529311845	0.802658742049255	-1.04621063305866
ENSG00000006468.13	ETV1	-0.327304951900731	0.17892769723234	-1.82925816943657	0.0673609419552893	0.211062051155108	-1.2546673837569
ENSG00000006530.15	AGK	-0.0256104267211229	0.0927363931057619	-0.276163713763542	0.782422326066382	0.88773821198268	-1.017910294684
ENSG00000006534.15	ALDH3B1	0.0521248728614424	0.187935112442688	0.277355690397334	0.781507001361313	0.887205506411172	1.03679083684883
ENSG00000006555.10	TTC22	-0.0707557274319806	0.187412370573684	-0.377540325728722	0.705772102153155	0.840535278856943	-1.05026670111439
ENSG00000006576.16	PHTF2	-0.145043976320136	0.115390028885315	-1.2569888206224	0.208757683740685	0.423942304553336	-1.10576435878465
ENSG00000006606.8	CCL26	NA	NA	NA	NA	NA	NA
ENSG00000006607.13	FARP2	-0.218160494426618	0.0868751417752016	-2.51119583771306	0.0120322925650473	0.0663434809746308	-1.16324944149909
ENSG00000006611.15	USH1C	NA	NA	NA	NA	NA	NA
ENSG00000006625.17	GGCT	-0.0661835490802443	0.100320676476723	-0.659719924193299	0.509433578330478	0.705338769537642	-1.04694347248417
ENSG00000006634.7	DBF4	-0.0477774466707399	0.0835080810820227	-0.572129619692881	0.567234163870893	0.748254971271006	-1.03367126753135
ENSG00000006638.11	TBXA2R	0.0448620079305693	0.0834630133593721	0.53750764709877	0.590917004113875	NA	1.0315845047481
ENSG00000006652.13	IFRD1	-0.16202393878642	0.104868725315417	-1.54501676547602	0.122342208146948	0.30833956400148	-1.11885566616823
ENSG00000006659.12	LGALS14	-0.184790888562466	0.159422360301463	-1.15912779244412	0.246404098768989	NA	-1.13665220923717
ENSG00000006695.10	COX10	0.164059433994685	0.103218913009937	1.58943190943011	0.111962915275908	0.290310921910099	1.12043537126574
ENSG00000006704.10	GTF2IRD1	-0.248437756135967	0.0941374650673889	-2.63909545427128	0.0083127571107063	0.0510640793943387	-1.18792006130216
ENSG00000006712.14	PAF1	0.269030618665903	0.110662597360029	2.43108895944889	0.0150535180075214	0.0770494163085058	1.20499788868514
ENSG00000006715.15	VPS41	-0.0705640403331616	0.0958658651142868	-0.736070552840038	0.46168776239083	0.666988202999893	-1.05012716420797
ENSG00000006740.16	ARHGAP44	-0.293744556342611	0.105563874700844	-2.7826238585411	0.00539212793582944	0.0372943017535674	-1.22581779747554
ENSG00000006744.18	ELAC2	0.167153580187019	0.100257478228883	1.66724301408635	0.0954660928230766	0.26286914388812	1.12284094625522
ENSG00000006747.14	SCIN	0.0759800998557542	0.121932962362051	0.623130106772516	0.533199026740683	NA	1.05407688353971
ENSG00000006756.15	ARSD	0.000904672456219868	0.0425138783357248	0.0212794619459515	0.983022727122855	NA	1.00062726781258
ENSG00000006757.11	PNPLA4	0.0267767739987824	0.120743401532601	0.221765940489532	0.824496094816765	0.909776344245614	1.0187335573333
ENSG00000006788.12	MYH13	-0.0561093635098745	0.0542881444572052	-1.03354727023512	0.30134786109682	NA	-1.03965824349022
ENSG00000006831.9	ADIPOR2	-0.105345449192108	0.0758004091625935	-1.38977414971652	0.164597470179566	0.36943592146828	-1.07575194534047
ENSG00000006837.11	CDKL3	-0.024276643116214	0.179837598034294	-0.134992033821451	0.892618172768715	0.947837872626468	-1.0169696629998
ENSG00000007001.12	UPP2	NA	NA	NA	NA	NA	NA
ENSG00000007038.10	PRSS21	NA	NA	NA	NA	NA	NA
ENSG00000007047.14	MARK4	0.0763492692404961	0.120382531159383	0.634222162511366	0.525935845946366	0.717205944699455	1.05434664443522
ENSG00000007062.11	PROM1	-0.0170869257252255	0.099682839226433	-0.171412911769216	0.863899102910023	NA	-1.01191416936789
ENSG00000007080.10	CCDC124	0.184310948044254	0.136634122683115	1.34893791115205	0.177356909853008	0.385927410576519	1.13627414269842
ENSG00000007129.17	CEACAM21	0.362919007099434	0.151721733391524	2.39200409187857	0.0167566555598223	0.0831697037884484	1.28602528394368
ENSG00000007168.12	PAFAH1B1	-0.0390664451960603	0.0890040459226716	-0.438928868806727	0.660713077952506	0.812043072908197	-1.02744875877787
ENSG00000007171.16	NOS2	0.0879284504516167	0.0814517859552562	1.07951531596764	0.280358069860019	NA	1.06284296202675
ENSG00000007174.17	DNAH9	0.0193127391508285	0.0538358721063637	0.358733654628503	0.719794349133783	NA	1.0134765719832
ENSG00000007202.14	KIAA0100	0.177369008532847	0.0828086364304261	2.14191437244433	0.0322003730957579	0.129821600202705	1.13081976807879
ENSG00000007216.14	SLC13A2	NA	NA	NA	NA	NA	NA
ENSG00000007237.18	GAS7	-0.383772987111234	0.0860958589680721	-4.45750808123714	8.29179122114669e-06	0.000248143177185813	-1.30474962481898
ENSG00000007255.10	TRAPPC6A	-0.0587281359970451	0.0997977725826424	-0.588471410505805	0.556215918116732	0.739683803288232	-1.0415471395307
ENSG00000007264.13	MATK	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000007306.14	CEACAM7	NA	NA	NA	NA	NA	NA
ENSG00000007312.12	CD79B	0.392196264108319	0.10209376150461	3.8415301613763	0.000122269708280944	0.00213955007587724	1.31238977984031
ENSG00000007314.11	SCN4A	0.563716268222063	0.172690775896573	3.26431024063312	0.00109730939507532	0.0118162402295333	1.47807171345415
ENSG00000007341.18	ST7L	0.000690473714533994	0.114729749570068	0.0060182621954762	0.995198150498132	0.997732274856844	1.00047871445569
ENSG00000007350.16	TKTL1	0.344019222171859	0.162643774892847	2.1151699313331	0.0344154666996024	0.135440239889886	1.26928779763657
ENSG00000007372.20	PAX6	0.0565556169347446	0.136641781199422	0.413896953320628	0.678949575235674	0.82504684590994	1.03997987959529
ENSG00000007376.7	RPUSD1	0.106991035273023	0.13267855070968	0.806392854766211	0.42001636555422	0.632913071357208	1.07697968395488
ENSG00000007384.15	RHBDF1	0.306003913910702	0.188422708230186	1.62402884867186	0.104369651724919	0.276647791569058	1.23627861483664
ENSG00000007392.16	LUC7L	-0.0668259055120399	0.0890674224307222	-0.750284488854699	0.453083382547558	0.658846736814457	-1.04740972529113
ENSG00000007402.11	CACNA2D2	0.023754080023624	0.185030696786504	0.128379130793808	0.897848945700407	0.950907772938755	1.016601369935
ENSG00000007516.13	BAIAP3	0.0579721553335618	0.182481256449258	0.317688273642953	0.750721407048441	0.868149137355926	1.04100150569059
ENSG00000007520.3	TSR3	-0.0249189487367636	0.12175403653308	-0.204666304677245	0.837832848067092	0.917740919213814	-1.01742253123672
ENSG00000007541.15	PIGQ	-0.060927445554658	0.0986404322519552	-0.617672126568061	0.53679148926216	0.72523387288428	-1.04313613194618
ENSG00000007545.15	CRAMP1	-0.00827779328113214	0.0933404627712234	-0.088683868017892	0.92933315347075	0.967099066703393	-1.00575422136922
ENSG00000007866.18	TEAD3	-0.0741959393270764	0.186303037505032	-0.398254050608662	0.690442927329776	0.831885747890297	-1.05277412729957
ENSG00000007908.15	SELE	0.0201503820308013	0.0772842811023301	0.260730665322755	0.794300216251793	NA	1.01406517727201
ENSG00000007923.15	DNAJC11	0.15444782398065	0.0806896958150966	1.91409599974913	0.0556078905711568	0.186429966286856	1.11299554961429
ENSG00000007933.12	FMO3	0.383058662934176	0.161391123517597	2.37348036611449	0.0176213298709791	NA	1.30410376170948
ENSG00000007944.14	MYLIP	-0.824323981333926	0.108815516596695	-7.57542680598696	3.57948876302038e-14	9.2036691684273e-12	-1.77070512600601
ENSG00000007952.17	NOX1	0.164441879974521	0.188857210521339	0.870720686388303	0.383906680602151	0.601447434581758	1.12073242836575
ENSG00000007968.6	E2F2	0.381634028373216	0.0811322595265317	4.7038506088742	2.55300084992212e-06	8.90322105626617e-05	1.30281661908228
ENSG00000008018.8	PSMB1	-0.124675335625109	0.0984834959692756	-1.26595156272686	0.205530424247791	0.420165149293838	-1.09026235220254
ENSG00000008056.12	SYN1	0.0651342656083613	0.101363113243774	0.642583515087153	0.520494382532213	NA	1.04618229908383
ENSG00000008083.13	JARID2	0.0313173557723494	0.100490068247309	0.311646278269774	0.755309359551583	0.871708593369935	1.02194485955389
ENSG00000008086.10	CDKL5	0.286539556410546	0.106378249473425	2.69359157373734	0.00706867246677687	0.0455075137500878	1.21971117101245
ENSG00000008118.9	CAMK1G	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000008128.22	CDK11A	-0.0522107578322194	0.164126238171606	-0.318113413271736	0.750398909407683	0.867977003093471	-1.03685255980393
ENSG00000008130.15	NADK	0.0265149973128455	0.0733840442083086	0.361318289267076	0.717861523069764	0.84732408929698	1.01854872513119
ENSG00000008196.12	TFAP2B	NA	NA	NA	NA	NA	NA
ENSG00000008197.4	TFAP2D	NA	NA	NA	NA	NA	NA
ENSG00000008226.19	DLEC1	-0.176841304816033	0.174518987755183	-1.01330695926398	0.310913564459208	0.534187917444642	-1.13040621659718
ENSG00000008256.15	CYTH3	-0.226099671819042	0.112047386346861	-2.01789331452243	0.0436023734784875	0.157722165792554	-1.16966847042732
ENSG00000008277.14	ADAM22	-0.176994772564074	0.130307662979763	-1.35828368429539	0.174373685386763	0.381345957678846	-1.13052647078737
ENSG00000008282.8	SYPL1	-0.311396032397174	0.147119936473063	-2.11661342345801	0.0342926699314335	0.135185653462494	-1.24090789102635
ENSG00000008283.15	CYB561	-0.492637876860575	0.141685491044452	-3.47698182240845	0.000507092195789197	0.00664813171149646	-1.40701516367344
ENSG00000008294.20	SPAG9	-0.31796284807492	0.104804001672708	-3.03388079653565	0.00241429804701675	0.0206923408805198	-1.24656909252349
ENSG00000008300.14	CELSR3	-0.475511911489162	0.0930207675139771	-5.1118897875973	3.18951900084481e-07	1.5107048831445e-05	-1.39041149204051
ENSG00000008311.14	AASS	-0.340338279048104	0.148345878514407	-2.29422133231057	0.0217777885763187	0.0983787587927713	-1.26605341979044
ENSG00000008323.15	PLEKHG6	0.0172098212539857	0.0978453128905477	0.175888049673233	0.860381893967152	NA	1.01200037263351
ENSG00000008324.10	SS18L2	-0.167082946060675	0.106355625106874	-1.57098363055811	0.1161864511333	0.297880200909386	-1.12278597348168
